IDfg,Name,Age,Team,Position,fantasy_points_pred,projected_fantasy_points,final_projection,initial_rank,position_group,position_rank,replacement_value,z_score_value,vorp,relative_value,pos_adjustment,overall_ranking
18036.0,Jake Cronenworth,31.0,SD,1B,869.877197265625,1078.0,932.3140014648437,83.0,IF,82,979.8640258789062,-945.7412907872769,-47.55002441406248,-496.64565760066967,1.0,261
21837.0,Jonathan Aranda,27.0,TB,1B,857.9287109375,1103.0,931.4501098632812,84.0,IF,83,979.8640258789062,-950.5324759971769,-48.41391601562498,-499.47319600640094,1.0,264
7304.0,Salvador Perez,35.0,KC,C,843.4976196289062,1120.0,926.4483032226562,85.0,IF,84,979.8640258789062,-978.0660980313393,-53.415722656249955,-515.7409103437947,1.0,265
26288.0,Adley Rutschman,27.0,BAL,C,870.3203735351562,1055.0,925.7242431640625,86.0,IF,85,979.8640258789062,-982.0226565849805,-54.139782714843705,-518.0812196499121,1.0,266
16442.0,Ryan O'Hearn,31.0,PIT,1B,875.5902709960938,1007.0,915.0132080078124,87.0,IF,86,979.8640258789062,-1039.689436368242,-64.8508178710938,-552.2701271196679,1.0,267
9218.0,Paul Goldschmidt,37.0,,DH,911.6651000976562,895.0,906.6655883789062,88.0,IF,87,979.8640258789062,-1083.511359024187,-73.19843749999995,-578.3548982620935,1.0,268
20391.0,Luis Garcia Jr.,25.0,WSH,2B,877.024658203125,964.0,903.117236328125,89.0,IF,88,979.8640258789062,-1101.8415939092977,-76.74678955078116,-589.2941917300394,1.0,269
31580.0,Chase Meidroth,23.0,CWS,2B,857.7613525390625,995.0,898.9329223632812,90.0,IF,89,979.8640258789062,-1123.2292179059184,-80.93110351562495,-602.0801607107717,1.0,270
24064.0,Ezequiel Tovar,23.0,COL,SS,775.0765991210938,1187.0,898.6535888671874,91.0,IF,90,979.8640258789062,-1124.648216033673,-81.2104370117188,-602.9293265226959,1.0,271
27815.0,Jordan Westburg,26.0,BAL,2B,770.9285278320312,1182.0,894.2499633789062,92.0,IF,91,979.8640258789062,-1146.8731345466636,-85.61406250000005,-616.2435985233318,1.0,272
29794.0,Kyle Manzardo,24.0,CLE,1B,820.8320922851562,1063.0,893.4824584960937,93.0,IF,92,979.8640258789062,-1150.7187466426242,-86.38156738281248,-618.5501570127183,1.0,273
13152.0,Jorge Polanco,31.0,NYM,2B,828.75732421875,1006.0,881.930126953125,94.0,IF,93,979.8640258789062,-1207.5997209159336,-97.93389892578125,-652.7668099208574,1.0,274
22581.0,Alejandro Kirk,26.0,TOR,C,873.3295288085938,891.0,878.6306884765625,95.0,IF,94,979.8640258789062,-1223.500245382017,-101.23333740234375,-662.3667913921804,1.0,275
20352.0,Ernie Clement,29.0,TOR,1B,824.4932861328125,1003.0,878.045263671875,96.0,IF,95,979.8640258789062,-1226.305483166329,-101.81876220703123,-664.0621226866801,1.0,276
27899.0,Colt Keith,23.0,DET,1B,877.3235473632812,875.0,876.62646484375,97.0,IF,96,979.8640258789062,-1233.084053302098,-103.2375610351562,-668.1608071686271,1.0,277
19755.0,Shohei Ohtani,30.0,LAD,OF,1634.5853271484375,1765.0,1673.709716796875,1.0,OF,1,796.0620971679688,4908.075768386289,877.6476196289062,2892.8616940075976,1.0,1
20123.0,Juan Soto,26.0,NYM,OF,1624.0491943359375,1643.0,1629.73447265625,1.0,OF,2,796.0620971679688,4476.780322486349,833.6723754882813,2655.2263489873153,1.0,2
16478.0,Kyle Schwarber,32.0,PHI,OF,1551.5574951171875,1488.0,1532.4902099609376,2.0,OF,3,796.0620971679688,3580.9724355374133,736.4281127929688,2158.700274165191,1.0,3
15640.0,Aaron Judge,33.0,NYY,OF,1433.006103515625,1721.0,1519.404248046875,3.0,OF,4,796.0620971679688,3466.5161470405556,723.3421508789062,2094.929148959731,1.0,4
18401.0,Ronald Acuna Jr.,27.0,ATL,OF,1344.6148681640625,1536.0,1402.0304077148437,4.0,OF,5,796.0620971679688,2504.504485195627,605.9683105468749,1555.2363978712508,1.0,9
25878.0,Corbin Carroll,24.0,ARI,OF,1331.9522705078125,1510.0,1385.3665771484375,5.0,OF,6,796.0620971679688,2377.3481401038507,589.3044799804687,1483.3263100421598,1.0,10
19709.0,Fernando Tatis Jr.,26.0,SD,OF,1306.977294921875,1516.0,1369.6840942382812,6.0,OF,7,796.0620971679688,2259.8201267506643,573.6219970703124,1416.7210619104883,1.0,13
23697.0,Julio Rodriguez,24.0,SEA,OF,1235.05615234375,1455.0,1301.039306640625,7.0,OF,8,796.0620971679688,1769.800860337652,504.9772094726562,1137.3890349051542,1.0,21
30116.0,Seiya Suzuki,30.0,CHC,OF,1290.7420654296875,1264.0,1282.7194091796875,8.0,OF,9,796.0620971679688,1645.7457277241183,486.6573120117188,1066.2015198679185,1.0,24
19627.0,Brent Rooker,30.0,ATH,OF,1204.12841796875,1371.0,1254.189892578125,9.0,OF,10,796.0620971679688,1458.193647039332,458.1277954101562,958.1607212247441,1.0,27
17919.0,Ian Happ,30.0,CHC,OF,1202.5445556640625,1248.0,1216.1811889648438,10.0,OF,11,796.0620971679688,1218.9947386560646,420.11909179687507,819.5569152264698,1.0,32
25976.0,Riley Greene,24.0,DET,OF,1180.4658203125,1260.0,1204.3260498046875,11.0,OF,12,796.0620971679688,1146.8809943620133,408.2639526367187,777.572473499366,1.0,36
33333.0,Wyatt Langford,23.0,TEX,OF,1147.1727294921875,1297.0,1192.1208740234374,12.0,OF,13,796.0620971679688,1073.876850967499,396.05877685546864,734.9678139114837,1.0,40
29518.0,James Wood,22.0,WSH,OF,1146.6636962890625,1281.0,1186.96455078125,13.0,OF,14,796.0620971679688,1043.4124321639026,390.9024536132812,717.157442888592,1.0,41
11477.0,Christian Yelich,33.0,MIL,OF,1176.503662109375,1179.0,1177.2525512695313,14.0,OF,15,796.0620971679688,986.6414910388352,381.1904541015625,683.9159725701988,1.0,43
12856.0,George Springer,35.0,TOR,OF,1155.3140869140625,1220.0,1174.7198486328125,15.0,OF,16,796.0620971679688,971.9675504414472,378.6577514648437,675.3126509531455,1.0,46
14161.0,Byron Buxton,31.0,MIN,OF,1171.975341796875,1164.0,1169.5827514648438,16.0,OF,17,796.0620971679688,942.3705175031427,373.520654296875,657.9455859000088,1.0,49
19290.0,Randy Arozarena,30.0,SEA,OF,1120.420166015625,1283.0,1169.1941284179688,17.0,OF,18,796.0620971679688,940.1405516403304,373.13203125000007,656.6362914451652,1.0,50
28806.0,Jackson Chourio,21.0,MIL,OF,1107.5296630859375,1313.0,1169.170751953125,18.0,OF,19,796.0620971679688,940.0064552986868,373.1086547851563,656.5575550419215,1.0,51
24617.0,Jarren Duran,28.0,BOS,OF,1159.8992919921875,1185.0,1167.4295043945312,19.0,OF,20,796.0620971679688,930.0309557769632,371.3674072265625,650.6991815017628,1.0,53
12927.0,Brandon Nimmo,32.0,TEX,OF,1127.5526123046875,1200.0,1149.2868041992188,20.0,OF,21,796.0620971679688,827.6144105802836,353.22470703125,590.4195588057668,1.0,58
27769.0,Pete Crow-Armstrong,23.0,CHC,OF,1109.41259765625,1241.0,1148.8888061523437,21.0,OF,22,796.0620971679688,825.3988195066175,352.82670898437493,589.1127642454962,1.0,59
19556.0,Yordan Alvarez,28.0,HOU,OF,1059.1561279296875,1340.0,1143.4093017578125,22.0,OF,23,796.0620971679688,795.031164509708,347.3472045898437,571.1891845497759,1.0,60
17548.0,Taylor Ward,31.0,BAL,OF,1093.1468505859375,1252.0,1140.8027587890624,23.0,OF,24,796.0620971679688,780.6745027678526,344.74066162109364,562.7075821944732,1.0,61
24816.0,Andy Pages,24.0,LAD,OF,1097.1044921875,1167.0,1118.07314453125,24.0,OF,25,796.0620971679688,657.9107549853481,322.01104736328114,489.96090117431464,1.0,65
19326.0,Bryan Reynolds,30.0,PIT,OF,1042.6405029296875,1224.0,1097.0483276367188,25.0,OF,26,796.0620971679688,548.2355328011773,300.98623046875,424.6108816349637,1.0,76
29490.0,Jackson Merrill,22.0,SD,OF,1008.4750366210938,1266.0,1085.7324951171875,26.0,OF,27,796.0620971679688,490.750740879544,289.6703979492187,390.2105694143813,1.0,79
24610.0,Steven Kwan,27.0,CLE,OF,1054.25390625,1151.0,1083.2777221679687,27.0,OF,28,796.0620971679688,478.42302069008747,287.21562499999993,382.8193228450437,1.0,82
22542.0,Lawrence Butler,24.0,ATH,OF,1019.5557861328125,1104.0,1044.8890258789063,28.0,OF,29,796.0620971679688,292.25182065971586,248.82692871093752,270.5393746853267,1.0,86
19522.0,TJ Friedl,29.0,CIN,OF,1052.884521484375,997.0,1036.1191650390624,29.0,OF,30,796.0620971679688,251.46590097913108,240.05706787109364,245.76148442511237,1.0,91
22515.0,Heliot Ramos,25.0,SF,OF,984.3755493164062,1156.0,1035.8628662109375,30.0,OF,31,796.0620971679688,250.28369346286905,239.80076904296868,245.04223125291887,1.0,92
25931.0,Michael Harris II,24.0,ATL,OF,1010.5626831054688,1092.0,1034.9938598632812,31.0,OF,32,796.0620971679688,246.27942815472963,238.9317626953124,242.60559542502102,1.0,93
18564.0,Trent Grisham,28.0,NYY,OF,1002.604736328125,1052.0,1017.4233032226562,32.0,OF,33,796.0620971679688,166.6834530729396,221.3612060546874,194.0223295638135,1.0,95
29622.0,Sal Frelick,25.0,MIL,OF,1048.2908935546875,918.0,1009.2035888671875,33.0,OF,34,796.0620971679688,130.34181391907217,213.1414916992187,171.74165280914542,1.0,98
33824.0,Jung Hoo Lee,26.0,SF,OF,986.9105834960938,1037.0,1001.9374023437499,34.0,OF,35,796.0620971679688,98.69067992695827,205.87530517578114,152.28299255136972,1.0,103
20220.0,Jo Adell,26.0,LAA,OF,930.3558349609375,1168.0,1001.6490844726562,35.0,OF,36,796.0620971679688,97.44397071566446,205.58698730468745,151.51547901017597,1.0,104
20043.0,Luis Robert Jr.,27.0,CWS,OF,906.2655639648438,1137.0,975.4858642578124,36.0,OF,37,796.0620971679688,-12.768327975541947,179.42376708984364,83.32771955715084,1.0,118
31812.0,Roman Anthony,21.0,BOS,OF,877.1105346679688,1194.0,972.1773559570313,37.0,OF,38,796.0620971679688,-26.294038372634827,176.11525878906252,74.91061020821385,1.0,121
13066.0,Teoscar Hernandez,32.0,LAD,OF,875.7408447265625,1193.0,970.9185546875,38.0,OF,39,796.0620971679688,-31.415964756745794,174.8564575195312,71.72024638139271,1.0,122
26151.0,Kyle Stowers,27.0,MIA,OF,912.98193359375,1102.0,969.6873413085937,39.0,OF,40,796.0620971679688,-36.412705798155585,173.6252441406249,68.60626917123466,1.0,123
21454.0,Lars Nootbaar,27.0,STL,OF,919.7860107421875,998.0,943.2502197265625,40.0,OF,41,796.0620971679688,-140.61899040237805,147.1881225585937,3.2845660781078294,1.0,130
31370.0,Jakob Marsee,24.0,MIA,OF,874.6580810546875,1086.0,938.0606201171875,41.0,OF,42,796.0620971679688,-160.38225253315048,141.99852294921868,-9.191864791965898,1.0,132
17128.0,Ramon Laureano,30.0,SD,OF,884.3917846679688,1031.0,928.37421875,42.0,OF,43,796.0620971679688,-196.66255145396096,132.31212158203118,-32.17521493596489,1.0,139
23772.0,Wilyer Abreu,26.0,BOS,OF,888.0751342773438,1005.0,923.152587890625,43.0,OF,44,796.0620971679688,-215.89171111132836,127.09049072265623,-44.40061019433607,1.0,140
31431.0,Jordan Beck,24.0,COL,OF,873.4407958984375,1015.0,915.9085693359375,44.0,OF,45,796.0620971679688,-242.18756119976064,119.84647216796873,-61.170544515895955,1.0,143
10815.0,Jurickson Profar,32.0,ATL,OF,790.123779296875,1201.0,913.3866088867187,45.0,OF,46,796.0620971679688,-251.23839728485277,117.32451171874993,-66.95694278305142,1.0,145
28080.0,Jasson Dominguez,22.0,NYY,OF,880.3313598632812,987.0,912.3319335937499,46.0,OF,47,796.0620971679688,-255.00751274914387,116.26983642578114,-69.36883816168137,1.0,146
20202.0,Brandon Marsh,27.0,PHI,OF,924.44091796875,873.0,909.008642578125,47.0,OF,48,796.0620971679688,-266.82265052510274,112.9465454101562,-76.93805255747327,1.0,148
10155.0,Mike Trout,33.0,LAA,OF,821.637939453125,1092.0,902.7465454101562,48.0,OF,49,796.0620971679688,-288.83276416865226,106.68444824218739,-91.07415796323244,1.0,151
,Chase Delauter,,CLE,OF,886.0,886.0,886.0000122070312,49.0,OF,50,796.0620971679688,-346.06823431842463,89.93791503906243,-128.0651596396811,1.0,153
